testfile 	 datafile 	 n_unreachable
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment6/Action1.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment6/Action3.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment5/Action2.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment5/Action5.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment5/Action4.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment5/Action1.bag	1
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment5/Action3.bag	2
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action7.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action2.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action8.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action6.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action5.bag	3
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action4.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action1.bag	1
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action3.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action10.bag	2
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action9.bag	1
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action7.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action2.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action8.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action6.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action5.bag	3
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action4.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action1.bag	1
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action3.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action10.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action9.bag	3
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment7/Action2.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment7/Action5.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment7/Action4.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment7/Action1.bag	1
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment7/Action3.bag	1
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment4/Action2.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment4/Action5.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment4/Action4.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment4/Action1.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment4/Action3.bag	1
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment9/Action2.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment9/Action5.bag	1
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment9/Action4.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment9/Action1.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment9/Action3.bag	3
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment10/Action2.bag	1
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment10/Action5.bag	1
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment10/Action4.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment10/Action1.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment10/Action3.bag	1
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment3/Action2.bag	3
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment3/Action5.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment3/Action4.bag	3
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment3/Action1.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment3/Action3.bag	0
Action1.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/seed/1/Action1.bag	0
Globbing /home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment*; got: ['/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment8/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment6/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment5/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experimentAnalysis/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment16/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment15/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment17/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment12/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment7/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment4/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment9/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment11/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment10/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment14/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment18/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment13/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment3/']
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment8/Action2.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment8/Action5.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment8/Action4.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment8/Action1.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment8/Action3.bag	2
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment6/Action2.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment6/Action5.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment6/Action4.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment6/Action1.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment6/Action3.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment5/Action2.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment5/Action5.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment5/Action4.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment5/Action1.bag	1
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment5/Action3.bag	2
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action7.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action2.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action8.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action6.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action5.bag	3
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action4.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action1.bag	1
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action3.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action10.bag	2
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action9.bag	1
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action7.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action2.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action8.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action6.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action5.bag	3
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action4.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action1.bag	1
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action3.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action10.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action9.bag	3
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment7/Action2.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment7/Action5.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment7/Action4.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment7/Action1.bag	1
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment7/Action3.bag	1
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment4/Action2.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment4/Action5.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment4/Action4.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment4/Action1.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment4/Action3.bag	1
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment9/Action2.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment9/Action5.bag	1
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment9/Action4.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment9/Action1.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment9/Action3.bag	3
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment10/Action2.bag	1
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment10/Action5.bag	1
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment10/Action4.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment10/Action1.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment10/Action3.bag	1
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment3/Action2.bag	3
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment3/Action5.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment3/Action4.bag	3
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment3/Action1.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment3/Action3.bag	0
Action2.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/seed/1/Action1.bag	0
Globbing /home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment*; got: ['/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment8/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment6/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment5/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experimentAnalysis/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment16/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment15/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment17/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment12/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment7/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment4/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment9/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment11/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment10/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment14/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment18/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment13/', '/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment3/']
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment8/Action2.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment8/Action5.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment8/Action4.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment8/Action1.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment8/Action3.bag	2
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment6/Action2.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment6/Action5.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment6/Action4.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment6/Action1.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment6/Action3.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment5/Action2.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment5/Action5.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment5/Action4.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment5/Action1.bag	1
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment5/Action3.bag	2
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action7.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action2.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action8.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action6.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action5.bag	3
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action4.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action1.bag	1
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action3.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action10.bag	2
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment1/Action9.bag	1
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action7.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action2.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action8.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action6.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action5.bag	3
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action4.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action1.bag	1
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action3.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action10.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment2/Action9.bag	3
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment7/Action2.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment7/Action5.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment7/Action4.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment7/Action1.bag	1
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment7/Action3.bag	1
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment4/Action2.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment4/Action5.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment4/Action4.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment4/Action1.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment4/Action3.bag	1
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment9/Action2.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment9/Action5.bag	1
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment9/Action4.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment9/Action1.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment9/Action3.bag	3
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment10/Action2.bag	1
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment10/Action5.bag	1
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment10/Action4.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment10/Action1.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment10/Action3.bag	1
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment3/Action2.bag	3
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment3/Action5.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment3/Action4.bag	3
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment3/Action1.bag	0
Action3.txt	/home/mbforbes/rosbuild_ws/pr2_pbd/pr2_pbd_interaction/data/experiment3/Action3.bag	0
